Type,Start,End,Duration,Distance,"Average Heart Rate","Max Heart Rate","Average Pace","Average Speed","Active Energy","Total Energy","Elevation Ascended","Elevation Descended",Weather Temperature,Weather Humidity
"Elliptical","2020-01-13 17:18","2020-01-13 17:42","0:23:53",,"152.05195200671426","158.61371646069267",,,"277.25399999999996","330.73699999999997",,,"8.333333333333371","87"
"Tennis","2020-01-11 16:26","2020-01-11 16:48","0:22:00",,"73.14741092949102","74.67361111111113",,,"111.60999999999989","159.99899999999985",,,"12.222222222222285","81"
"Traditional Strength Training","2020-01-09 18:02","2020-01-09 18:34","0:31:53",,"137.34744319305833","141.7761072053996",,,"333.56899999999985","393.39299999999986",,,"5.000000000000057","86"
"Elliptical","2020-01-09 17:39","2020-01-09 18:02","0:22:50",,"151.9416501593961","158.09050842752418",,,"266.487","318.074",,,"5.000000000000057","86"
"Traditional Strength Training","2020-01-07 18:09","2020-01-07 18:32","0:23:37",,"126.77741028075542","131.20684098185708",,,"197.5609999999999","267.7799999999999",,,"13.333333333333371","87"
"Indoor Walking","2020-01-07 17:52","2020-01-07 18:09","0:16:20","0.8280938812696841","131.22677959432926","137.70556810783899","0:19:44","3.0401012501546094","127.23700000000002","166.81600000000003",,,"13.333333333333371","87"
"Traditional Strength Training","2020-01-06 17:39","2020-01-06 18:39","1:00:25",,"117.32656028702597","129.88757773571788",,,"396.73300000000035","532.4810000000003",,,"8.333333333333371","83"
"Elliptical","2020-01-06 17:16","2020-01-06 17:39","0:22:24",,"155.68143948776822","158.7294258639339",,,"268.49899999999997","319.296",,,"8.333333333333371","83"
"Traditional Strength Training","2020-01-04 13:52","2020-01-04 14:26","0:33:16",,"150.02062367727947","153.7808998011774",,,"389.26899999999995","451.35699999999997",,,"8.888888888888914","79"
"Elliptical","2020-01-04 13:29","2020-01-04 13:52","0:23:18",,"164.43625799172912","172.65760175861578",,,"273.6450000000002","326.05200000000025",,,"8.888888888888914","79"
"Traditional Strength Training","2020-01-01 15:35","2020-01-01 16:01","0:26:22",,"128.5020671407786","128.89318705447494",,,"219.52399999999997","287.29699999999997",,,"6.111111111111143","86"
"Elliptical","2020-01-01 15:27","2020-01-01 15:35","0:08:07",,"127.92679562153252","127.92679562153252",,,"93.58399999999993","117.99499999999993",,,"6.111111111111143","86"
"Traditional Strength Training","2019-12-31 14:49","2019-12-31 15:26","0:36:41",,"146.6882215530003","152.44290873826867",,,"401.223","494.1410000000001",,,"7.222222222222285","76"
"Indoor Walking","2019-12-31 14:26","2019-12-31 14:49","0:23:18","1.173259778399486","135.3968474742571","146.75918647827558","0:19:51","3.0203728316918586","209.299","261.755",,,"7.222222222222285","76"
"Traditional Strength Training","2019-12-30 15:19","2019-12-30 16:06","0:45:33",,"155.4311394745862","162.22773443099663",,,"570.3109999999999","657.444",,,"8.888888888888914","81"
"Elliptical","2019-12-30 14:56","2019-12-30 15:19","0:23:06",,"157.20587607692931","172.3257280126933",,,"272.06999999999994","324.131",,,"8.888888888888914","84"
"Traditional Strength Training","2019-12-28 14:52","2019-12-28 15:13","0:21:16",,"125.82190109981417","127.96143602055749",,,"176.77299999999997","242.22199999999998",,,"8.888888888888914","93"
"Elliptical","2019-12-28 14:29","2019-12-28 14:52","0:22:25",,"141.56455304685957","146.01582927742712",,,"254.2","304.908",,,"8.888888888888914","92"
"Traditional Strength Training","2019-12-27 15:04","2019-12-27 15:38","0:33:55",,"133.87349907633788","143.42112523087928",,,"339.08000000000004","428.75700000000006",,,"7.222222222222285","97"
"Indoor Walking","2019-12-27 14:41","2019-12-27 15:04","0:23:25","1.1665706732200924","133.92546208062228","143.79368289277275","0:20:05","2.9870862305783246","191.63100000000006","244.32500000000007",,,"7.222222222222285","96"
"Traditional Strength Training","2019-12-26 12:13","2019-12-26 12:54","0:41:01",,"134.1339451592982","145.15487577513883",,,"416.415","518.961",,,"5.000000000000057","89"
"Elliptical","2019-12-26 11:48","2019-12-26 12:13","0:24:05",,"162.06073640167702","173.6351810773014",,,"295.54299999999995","349.42099999999994",,,"5.5555555555556","85"
"Traditional Strength Training","2019-12-24 15:31","2019-12-24 16:21","0:50:22",,"131.42227001500243","141.9844460060904",,,"448.65800000000013","566.9220000000001",,,"7.777777777777828","93"
"Elliptical","2019-12-24 15:08","2019-12-24 15:31","0:22:58",,"155.88719372450444","166.71246311614172",,,"281.514","333.314",,,"7.777777777777828","93"
"Traditional Strength Training","2019-12-23 11:17","2019-12-23 12:16","0:58:49",,"141.89135191615455","150.32385804638085",,,"636.2689999999999","766.132",,,"8.333333333333371","78"
"Elliptical","2019-12-23 10:56","2019-12-23 11:17","0:20:40",,"166.21924558562716","171.3574461596209",,,"249.10999999999996","296.61999999999995",,,"7.777777777777828","77"
"Traditional Strength Training","2019-12-21 16:04","2019-12-21 16:40","0:35:59",,"138.82639032566806","141.47770429670882",,,"377.384","471.28700000000003",,,"6.666666666666686","93"
"Elliptical","2019-12-21 15:41","2019-12-21 16:04","0:22:59",,"147.827272904167","153.47527378924312",,,"263.85800000000006","315.7370000000001",,,"7.222222222222285","92"
"Traditional Strength Training","2019-12-19 13:02","2019-12-19 13:48","0:45:49",,"132.48628522310915","143.5637266110285",,,"437.38299999999987","547.4359999999999",,,"11.666666666666686","88"
"Indoor Walking","2019-12-19 12:40","2019-12-19 13:02","0:22:11","1.0396497864294798","135.2383284960384","149.19128815363027","0:21:21","2.809991701423567","195.54","246.429",,,"11.666666666666686","88"
"Traditional Strength Training","2019-12-17 18:07","2019-12-17 18:43","0:35:54",,"112.24288810646786","122.56898930665743",,,"235.9860000000002","327.9840000000002",,,"2.7777777777778283","96"
"Elliptical","2019-12-17 17:42","2019-12-17 18:07","0:24:49",,"139.4495731779222","146.88866818468097",,,"256.783","312.004",,,"2.7777777777778283","95"
"Outdoor Walking","2019-12-14 23:51","2019-12-15 00:02","0:11:20","0.9923162482233361","112.14285714285714","117","0:11:25","5.250030053860975","62.303","110.34300000000005",,,"2.2222222222222854","98"
"Traditional Strength Training","2019-12-14 12:36","2019-12-14 13:05","0:29:28",,"132.02266479238963","139.0166818228256",,,"282.513","337.71299999999997",,,"5.5555555555556","73"
"Elliptical","2019-12-14 12:13","2019-12-14 12:36","0:22:59",,"151.57266025536137","160.86917718763613",,,"262.12999999999994","314.03299999999996",,,"5.000000000000057","74"
"Traditional Strength Training","2019-12-12 10:35","2019-12-12 11:36","1:01:28",,"123.65137709061484","135.1705159077641",,,"456.39800000000014","594.5960000000002",,,"4.444444444444457","96"
"Indoor Walking","2019-12-12 10:12","2019-12-12 10:35","0:22:56","0.9542724909665994","130.3568056603099","141.07189564230694","0:24:02","2.49511911868852","172.63099999999994","215.29299999999995",,,"4.444444444444457","96"
"Traditional Strength Training","2019-12-09 17:52","2019-12-09 18:40","0:47:56",,"121.61027886982008","136.40169971671378",,,"380.47","469.021",,,"4.444444444444457","81"
"Elliptical","2019-12-09 17:30","2019-12-09 17:52","0:22:06",,"151.71178922483645","161.93835616438358",,,"249.52199999999993","299.76699999999994",,,"4.444444444444457","82"
"Traditional Strength Training","2019-12-07 10:03","2019-12-07 10:38","0:34:56",,"147.47820781642073","153.2817705902645",,,"397.822","487.25300000000004",,,"8.888888888888914","87"
"Elliptical","2019-12-07 09:39","2019-12-07 10:03","0:23:19",,"156.06995944505124","158.3979951997742",,,"273.634","326.14500000000004",,,"8.333333333333371","87"
"Traditional Strength Training","2019-12-03 17:55","2019-12-03 18:35","0:40:34",,"115.85921810758227","123.15853782216618",,,"248.88400000000019","349.8020000000002",,,"4.444444444444457","87"
"Indoor Walking","2019-12-03 17:34","2019-12-03 17:55","0:20:28","1.007102781209629","120.17197070182115","133.04785393316465","0:20:20","2.95022596796179","133.92999999999998","180.932",,,"5.000000000000057","87"
"Traditional Strength Training","2019-12-02 17:47","2019-12-02 18:19","0:32:58",,"133.4134031303388","143.36877642918705",,,"328.416","389.32800000000003",,,"5.000000000000057","91"
"Elliptical","2019-12-02 17:24","2019-12-02 17:47","0:22:14",,"153.7671786712371","158.8491306416461",,,"272.6639999999999","323.2389999999999",,,"5.000000000000057","92"
"Traditional Strength Training","2019-11-30 17:57","2019-11-30 18:46","0:48:48",,"122.4239788997177","127.10421179763438",,,"377.5589999999999","492.84299999999996",,,"1.1111111111111427","91"
"Indoor Walking","2019-11-30 17:34","2019-11-30 17:57","0:22:54","1.1741710682418198","136.29146271581058","148.61645962732925","0:19:30","3.075540556746521","215.56599999999997","267.15999999999997",,,,
"Traditional Strength Training","2019-11-28 18:12","2019-11-28 18:44","0:32:21",,"127.63798656287105","136.31333185652835",,,"290.27399999999994","374.22299999999996",,,"6.666666666666686","86"
"Elliptical","2019-11-28 17:48","2019-11-28 18:12","0:23:39",,"148.3277867351268","157.04567590665877",,,"256.79600000000005","309.88300000000004",,,"6.666666666666686","86"
"Traditional Strength Training","2019-11-27 17:44","2019-11-27 18:19","0:35:39",,"133.5598819119759","138.0048958630749",,,"327.02099999999996","393.40799999999996",,,"8.333333333333371","96"
"Indoor Walking","2019-11-27 17:22","2019-11-27 17:44","0:22:02","1.1156669771149754","130.47405230885022","143.75247384120073","0:19:45","3.036935172442509","180.52299999999997","230.60899999999998",,,"8.888888888888914","96"
"Traditional Strength Training","2019-11-25 17:50","2019-11-25 18:33","0:42:54",,"125.76704957519456","132.50935195041043",,,"353.01900000000006","456.5680000000001",,,"10.5555555555556","95"
"Elliptical","2019-11-25 17:24","2019-11-25 17:50","0:26:10",,"139.20788084615046","147.69034930478176",,,"276.643","334.392",,,"11.111111111111143","95"
"Traditional Strength Training","2019-11-22 18:14","2019-11-22 18:41","0:26:49",,"114.7580050388666","117.96697006354576",,,"169.36800000000002","242.912",,,"7.777777777777828","93"
"Traditional Strength Training","2019-11-21 18:09","2019-11-21 18:50","0:41:52",,"111.1325610760406","126.7188829895027",,,"269.9630000000003","370.9630000000003",,,"5.5555555555556","79"
"Elliptical","2019-11-21 17:46","2019-11-21 18:09","0:22:29",,"142.12721219430023","147.86218828868505",,,"247.51000000000005","298.46500000000003",,,"5.5555555555556","81"
"Traditional Strength Training","2019-11-20 17:45","2019-11-20 18:14","0:29:22",,"121.2407382285128","122.78839799290166",,,"212.71000000000012","293.61800000000017",,,"5.000000000000057","77"
"Indoor Walking","2019-11-20 17:22","2019-11-20 17:45","0:23:01","0.97212018386228","127.91273464289706","138.38325674899477","0:23:41","2.533046368443138","182.11499999999998","233.946",,,"5.000000000000057","77"
"Traditional Strength Training","2019-11-19 17:36","2019-11-19 18:15","0:38:49",,"127.53510285486665","132.09828437942787",,,"312.01600000000013","410.7420000000002",,,,
"Elliptical","2019-11-19 17:24","2019-11-19 17:36","0:11:56",,"137.66002063983498","137.66002063983498",,,"124.62999999999997","156.05399999999997",,,,
"Traditional Strength Training","2019-11-18 17:50","2019-11-18 18:29","0:38:42",,"128.36987298276784","137.7659854254562",,,"333.2660000000001","431.2740000000001",,,,
"Elliptical","2019-11-18 17:26","2019-11-18 17:50","0:23:58",,"149.79384520363467","159.0613006146483",,,"257.02399999999994","310.61699999999996",,,,
"Traditional Strength Training","2019-11-16 10:07","2019-11-16 10:49","0:42:12",,"122.66100601435978","134.2087515967701",,,"313.5700000000002","392.2430000000002",,,"6.666666666666686","96"
"Elliptical","2019-11-16 09:43","2019-11-16 10:07","0:24:17",,"148.17463884906127","155.74154577883473",,,"279.80799999999994","334.22599999999994",,,"6.666666666666686","97"
"Traditional Strength Training","2019-11-15 16:34","2019-11-15 17:05","0:31:09",,"123.84587329573196","126.94800585238976",,,"239.95900000000012","317.98100000000017",,,"7.222222222222285","83"
"Indoor Walking","2019-11-15 16:18","2019-11-15 16:34","0:16:19","0.688394389399793","118.22820069045815","125.07756004346356","0:23:42","2.531172763924589","111.51700000000002","151.01700000000002",,,"7.222222222222285","84"
"Elliptical","2019-11-14 18:27","2019-11-14 18:50","0:22:58",,"155.08656910740245","166.11281623373483",,,"265.28099999999995","333.46299999999997",,,"6.111111111111143","76"
"Traditional Strength Training","2019-11-12 16:35","2019-11-12 17:12","0:36:44",,"145.37659536092352","150.34410967083818",,,"396.62299999999993","488.42199999999997",,,"8.333333333333371","79"
"Indoor Walking","2019-11-12 16:09","2019-11-12 16:29","0:19:10","0.7423715841006487","127.79632096969607","139.5832507853848","0:25:49","2.3229988326002973","113.74800000000002","149.776",,,"8.888888888888914","78"
"Traditional Strength Training","2019-11-11 17:50","2019-11-11 18:11","0:21:15",,"126.18093113339452","127.49602022767473",,,"165.24999999999991","229.49799999999993",,,"6.666666666666686","86"
"Elliptical","2019-11-11 17:28","2019-11-11 17:50","0:22:02",,"153.35370783740768","159.29299363057325",,,"249.6669999999999","299.7289999999999",,,"6.666666666666686","86"
"Traditional Strength Training","2019-11-09 14:54","2019-11-09 15:31","0:37:10",,"136.45976935717056","142.19337760560774",,,"348.7589999999999","444.31899999999996",,,"5.000000000000057","82"
"Elliptical","2019-11-09 14:31","2019-11-09 14:54","0:22:05",,"156.7009140537382","162.51426668715746",,,"266.925","317.091",,,"5.000000000000057","82"
"Traditional Strength Training","2019-11-05 19:12","2019-11-05 19:33","0:21:02",,"112.77426367337979","113.7446327041164",,,"110.3190000000002","175.54000000000025",,,"6.666666666666686","83"
"Indoor Walking","2019-11-05 18:50","2019-11-05 19:10","0:20:32","1.0087333642686307","130.88734958544688","143.52732549829537","0:20:21","2.946033813583646","163.514","201.752",,,"7.222222222222285","83"
"Traditional Strength Training","2019-11-04 17:49","2019-11-04 18:22","0:33:00",,"129.78888021057523","146.71236060145634",,,"299.6700000000001","361.2790000000001",,,"7.777777777777828","96"
"Elliptical","2019-11-04 17:25","2019-11-04 17:49","0:23:05",,"151.10341685789942","158.59475050801532",,,"256.5589999999999","299.5369999999999",,,"8.333333333333371","93"
"Traditional Strength Training","2019-11-02 14:57","2019-11-02 15:44","0:46:49",,"107.03471917031175","111.31779726064784",,,"242.7660000000003","355.1450000000003",,,"8.888888888888914","91"
"Elliptical","2019-10-31 18:01","2019-10-31 18:24","0:22:19",,"148.89192606113704","149.3241495600092",,,"220.008","287.41900000000004",,,"8.888888888888914","83"
"Indoor Walking","2019-10-29 18:01","2019-10-29 18:25","0:23:23","1.1606255784772803","128.50746021149465","140.13435382440406","0:20:09","2.976792412483959","175.308","244.19700000000003",,,"7.222222222222285","81"
"Elliptical","2019-10-28 17:19","2019-10-28 17:43","0:23:54",,"154.51923111481926","161.20217485653663",,,"276.33299999999997","347.10900000000004",,,"6.666666666666686","75"
"Elliptical","2019-10-25 18:49","2019-10-25 19:11","0:21:36",,"143.64794978034396","146.78626689257706",,,"227.81800000000007","293.5750000000001",,,"11.111111111111143","100"
"Indoor Walking","2019-10-24 18:19","2019-10-24 18:41","0:21:52","1.073886678839801","127.92515973817422","135.3331683168318","0:20:22","2.9457951437802365","157.02899999999994","197.47699999999995",,,"11.111111111111143","81"
"Elliptical","2019-10-23 17:51","2019-10-23 18:15","0:23:50",,"151.30779354143576","157.6905879040961",,,"264.973","335.45300000000003",,,"10.5555555555556","89"
"Indoor Walking","2019-10-22 18:28","2019-10-22 18:57","0:29:25","1.1571872750874608","130.64007389367117","139.76078948388852","0:25:26","2.3589627319679676","180.71199999999996","261.18399999999997",,,"10.5555555555556","81"
"Elliptical","2019-10-21 17:04","2019-10-21 17:27","0:22:56",,"142.8857868197703","152.22013364742088",,,"250.877","320.60100000000006",,,"11.111111111111143","76"
"Elliptical","2019-10-18 14:44","2019-10-18 15:07","0:23:44",,"127.9408360244787","138.6229931036156",,,"226.724","294.61400000000003",,,"11.666666666666686","84"
"Indoor Walking","2019-10-16 17:41","2019-10-16 18:05","0:23:57","1.2193400726574473","124.18487479458719","135.31841633823007","0:19:38","3.0542043106354875","180.94399999999996","226.13799999999998",,,"12.222222222222285","72"
"Elliptical","2019-10-14 17:18","2019-10-14 17:41","0:22:23",,"153.72483271449337","160.61531558981133",,,"258.237","326.55300000000005",,,"11.111111111111143","92"
"Elliptical","2019-10-12 10:38","2019-10-12 11:02","0:23:49",,"157.45830762857995","167.28667142687132",,,"275.18300000000005","345.3300000000001",,,"11.111111111111143","93"
"Indoor Walking","2019-10-09 18:42","2019-10-09 19:03","0:21:10","1.0918225793836174","127.1201541571498","141.6251171822687","0:19:23","3.0939097991998796","167.99899999999994","208.05799999999994",,,"11.666666666666686","73"
"Elliptical","2019-10-08 17:06","2019-10-08 17:29","0:23:19",,"146.55771906958105","151.59843027500608",,,"256.92499999999995","325.941",,,,
"Elliptical","2019-10-03 17:14","2019-10-03 17:38","0:23:56",,"139.1115376575325","147.06195615595402",,,"251.197","296.073",,,"11.111111111111143","80"
"Indoor Walking","2019-10-02 17:14","2019-10-02 17:38","0:23:46","1.0967442765929736","127.0662960692897","135.53149606299212","0:21:40","2.767682566276291","180.056","251.29700000000003",,,"12.222222222222285","60"
"Elliptical","2019-09-30 17:08","2019-09-30 17:32","0:24:02",,"152.04310152661967","161.27955747153814",,,"273.86799999999994","318.98099999999994",,,"13.333333333333371","93"
"Elliptical","2019-09-28 14:29","2019-09-28 14:54","0:24:09",,"150.68395838265886","155.80215315619418",,,"269.3190000000001","314.5900000000001",,,"15.5555555555556","86"
"Indoor Walking","2019-09-27 16:23","2019-09-27 16:44","0:21:17","0.9824136794437655","126.18542131589626","136.36188873534525","0:21:40","2.7686712852944346","156.97499999999997","222.838",,,"13.888888888888914","87"
"Elliptical","2019-09-26 17:49","2019-09-26 18:14","0:24:44",,"155.1400041292113","163.18229337702826",,,"282.995","354.57500000000005",,,"15.5555555555556","77"
"Indoor Walking","2019-09-24 17:34","2019-09-24 17:53","0:19:02","0.7013359855469317","118.13606553386714","123.53781918564533","0:27:08","2.2102346947053726","112.85099999999994","174.82599999999996",,,"16.111111111111143","88"
"Elliptical","2019-09-23 17:25","2019-09-23 17:49","0:23:48",,"155.3285914875886","165.87948422227845",,,"273.297","342.62100000000004",,,"15.000000000000057","87"
"Elliptical","2019-09-20 18:29","2019-09-20 18:35","0:05:38",,"140.45730525569954","140.45730525569954",,,"59.308","94.99000000000004",,,"18.888888888888914","67"
"Elliptical","2019-09-19 17:17","2019-09-19 17:42","0:24:15",,"147.96360818836402","156.6522109740745",,,"265.6569999999999","337.54099999999994",,,,
"Elliptical","2019-09-16 16:58","2019-09-16 17:24","0:25:15",,"146.50204183877094","159.40702860870456",,,"275.018","322.26399999999995",,,,
"Indoor Walking","2019-09-14 18:25","2019-09-14 18:45","0:20:13","0.7755570939390455","127.89570727925104","140.69675472304223","0:26:04","2.3010212116030444","147.64899999999994","211.55299999999997",,,"18.888888888888914","58"
"Elliptical","2019-09-12 18:05","2019-09-12 18:27","0:22:32",,"154.5883484973743","163.01791286515794",,,"253.30200000000005","321.1790000000001",,,,
"Indoor Walking","2019-09-10 17:06","2019-09-10 17:35","0:29:38","1.053807291447185","127.43981071591138","142.6598664733803","0:28:07","2.1329372093189574","190.408","272.58900000000006",,,"16.666666666666686","59"
"Elliptical","2019-09-09 17:24","2019-09-09 17:48","0:24:24",,"145.287639387184","156.59365767185352",,,"262.89099999999996","333.653",,,"15.000000000000057","89"
"Elliptical","2019-09-07 21:15","2019-09-07 21:38","0:22:46",,"163.5914250915099","170.97254844392248",,,"277.68299999999994","345.626",,,"11.666666666666686","77"
"Elliptical","2019-09-05 17:27","2019-09-05 17:51","0:23:44",,"151.03445801136914","159.67919216646277",,,"262.82199999999995","333.378",,,"16.111111111111143","71"
"Indoor Walking","2019-09-03 17:21","2019-09-03 17:45","0:23:12","0.9499158918624744","126.09010511419753","135.90501733293078","0:24:26","2.4554567528603903","161.14999999999998","229.719",,,"18.888888888888914","78"
"Elliptical","2019-09-02 17:06","2019-09-02 17:31","0:25:36",,"152.84826478857852","161.88525975280027",,,"287.198","360.887",,,"15.5555555555556","81"
"Elliptical","2019-08-31 13:59","2019-08-31 14:26","0:22:49",,"155.85126233754764","163.81401192294433",,,"267.74399999999997","317.25399999999996",,,"16.666666666666686","78"
"Indoor Walking","2019-08-30 08:40","2019-08-30 09:04","0:23:06","0.904141193092335","136.0737251405582","146.27169062765384","0:25:33","2.3478422507104635","176.05999999999995","245.30599999999998",,,"16.111111111111143","81"
"Elliptical","2019-08-29 08:37","2019-08-29 09:03","0:25:51",,"157.9725351713398","166.57867697426366",,,"302.265","377.49100000000004",,,"11.666666666666686","93"
"Elliptical","2019-08-27 13:36","2019-08-27 14:00","0:23:23",,"158.9632876925945","171.8256316979648",,,"278.506","347.017",,,"25.5555555555556","56"
"Elliptical","2019-08-24 14:54","2019-08-24 15:18","0:24:02",,"151.00127331125898","157.8678239944998",,,"270.448","341.461",,,"26.111111111111143","46"
"Elliptical","2019-08-21 16:57","2019-08-21 17:21","0:23:21",,"147.52460935734436","155.1450068399453",,,"261.41100000000006","330.7900000000001",,,"17.77777777777783","75"
"Elliptical","2019-08-19 16:49","2019-08-19 17:13","0:23:32",,"150.09574524111588","156.2599024390244",,,"263.21499999999986","332.79399999999987",,,"17.77777777777783","60"
"Elliptical","2019-08-17 16:20","2019-08-17 16:43","0:23:35",,"152.22273087814145","159.97409517261698",,,"273.755","344.07300000000004",,,"19.444444444444457","54"
"Indoor Walking","2019-08-15 17:47","2019-08-15 18:07","0:20:21","0.8020368924119975","124.97063827004948","137.67259311314126","0:25:23","2.3637522409369267","144.81299999999993","209.79299999999995",,,"17.77777777777783","59"
"Elliptical","2019-08-14 17:54","2019-08-14 18:24","0:30:40",,"157.83924838946655","170.44488169609912",,,"346.5759999999999","426.84599999999995",,,"17.77777777777783","95"
"Indoor Walking","2019-08-13 17:01","2019-08-13 17:24","0:23:05","0.8564372954627033","122.93851785713689","134.2004415439482","0:26:57","2.2254604729764145","141.177","209.762",,,"17.77777777777783","55"
"Elliptical","2019-08-12 16:04","2019-08-12 16:27","0:22:51",,"159.44258875286917","166.36451035521137",,,"274.32399999999996","317.143",,,"17.222222222222285","55"
"Elliptical","2019-08-10 17:45","2019-08-10 18:09","0:23:37",,"148.28281287689526","152.98276614310643",,,"253.57800000000006","321.9320000000001",,,"17.77777777777783","77"
"Elliptical","2019-08-08 18:39","2019-08-08 19:02","0:23:30",,"157.94450908209762","163.3918547313649",,,"271.1210000000001","340.58500000000015",,,"22.222222222222285","58"
"Indoor Walking","2019-08-06 17:22","2019-08-06 17:50","0:27:42","0.9044266949000302","126.35806366756684","136.2420385271884",,"1.9590113437515781","168.4149999999999","244.69799999999995",,,"21.666666666666686","57"
"Elliptical","2019-08-05 17:20","2019-08-05 17:42","0:22:20",,"155.8701399609429","162.69565217391306",,,"248.004","315.95500000000004",,,"21.666666666666686","52"
"Indoor Walking","2019-08-03 09:46","2019-08-03 10:08","0:22:49","0.8209467956649605","139.13683690102258","150.56803445032918","0:27:48","2.1573733306897975","161.15799999999996","204.813",,,"18.33333333333337","81"
"Elliptical","2019-07-31 17:49","2019-07-31 18:15","0:25:24",,"153.3762236972","159.82799439532297",,,"296.11699999999996","368.874",,,"18.888888888888914","84"
"Indoor Walking","2019-07-29 17:34","2019-07-29 17:55","0:20:34","0.8279158928133548","123.0939422232239","135.68036781609194","0:24:51","2.413496008490801","150.11799999999994","188.67399999999995",,,"23.888888888888914","48"
"Elliptical","2019-07-27 18:54","2019-07-27 19:24","0:24:02",,"144.7932686099755","146.8010609425117",,,"256.79200000000003","335.349",,,"16.111111111111143","94"
"Elliptical","2019-07-25 19:26","2019-07-25 19:50","0:24:27",,"156.33411623280048","161.56940614536143",,,"283.2199999999999","355.13599999999997",,,,
"Indoor Walking","2019-07-23 17:35","2019-07-23 18:00","0:25:05","0.8758494961869437","125.93190737396723","134.01162182266182","0:28:38","2.0943735595407","174.4209999999999","247.35299999999995",,,"30.000000000000057","51"
"Elliptical","2019-07-22 17:19","2019-07-22 17:47","0:27:22",,"156.57219099445152","165.02789465868025",,,"304.4890000000001","380.9260000000001",,,"25.000000000000057","61"
"Elliptical","2019-07-19 16:58","2019-07-19 17:18","0:20:40",,"141.77794080787976","146.57528316016104",,,"209.88000000000002","248.67100000000002",,,"17.77777777777783","97"
"Indoor Walking","2019-07-18 17:23","2019-07-18 17:44","0:21:38","0.7477815921304282","120.31260049807793","135.26949990213348","0:28:56","2.072783365182399","162.26899999999998","228.955",,,"19.444444444444457","63"
"Elliptical","2019-07-16 17:31","2019-07-16 17:54","0:23:31",,"152.8356098604244","159.58380863408405",,,"275.71200000000005","319.70900000000006",,,"21.666666666666686","58"
"Elliptical","2019-07-14 15:23","2019-07-14 15:31","0:08:00",,"120.16806601685748","120.16806601685748",,,"66.50000000000003","107.76200000000006",,,"20.000000000000057","64"
"Indoor Walking","2019-07-13 16:16","2019-07-13 16:40","0:24:14","0.8280297944589984","124.22894847152368","135.71605074251497","0:29:16","2.049835710937283","176.19799999999992","221.94499999999994",,,"20.000000000000057","70"
"Elliptical","2019-07-11 17:03","2019-07-11 17:26","0:23:01",,"152.65288888377827","155.60257695060844",,,"262.15000000000003","330.33700000000005",,,,
"Indoor Walking","2019-07-09 17:08","2019-07-09 17:31","0:23:13","0.8011372914491222","128.1124922920682","140.0376681028855","0:28:59","2.069943411239698","169.92600000000002","238.49200000000005",,,,
"Elliptical","2019-07-08 17:21","2019-07-08 17:45","0:24:46",,"157.64144190715479","168.88734856692597",,,"284.56800000000004","355.326",,,"20.5555555555556","58"
"Indoor Walking","2019-07-04 17:29","2019-07-04 17:50","0:20:36","0.628684397430392","123.13656743167127","137.03568474264696",,"1.830443151800457","167.17799999999994","231.88",,,"19.444444444444457","56"
"Elliptical","2019-07-03 17:14","2019-07-03 17:40","0:25:50",,"158.79787902014755","167.76480214948702",,,"299.332","372.92400000000004",,,"20.5555555555556","52"
"Indoor Walking","2019-07-02 17:39","2019-07-02 18:04","0:24:26","0.953453486549668","127.36198331235396","134.3270082177521","0:25:38","2.340427511477951","168.74200000000002","240.48800000000006",,,"17.77777777777783","51"
"Elliptical","2019-07-01 17:05","2019-07-01 17:31","0:26:00",,"154.89870588360938","160.82359882005898",,,"300.46399999999994","349.21099999999996",,,"17.222222222222285","65"
"Elliptical","2019-06-29 13:56","2019-06-29 14:08","0:11:19",,"154.76075292461965","154.76075292461965",,,"134.877","181.58400000000003",,,"27.77777777777783","58"
"Indoor Walking","2019-06-26 19:33","2019-06-26 19:54","0:21:49","0.77646879486111","133.51101776622068","148.00628930817612","0:28:06","2.1345711623265515","162.27299999999997","229.922",,,"16.666666666666686","78"
"Elliptical","2019-06-25 19:58","2019-06-25 20:23","0:25:29",,"154.59420361667978","160.9354862511683",,,"293.488","366.34000000000003",,,"16.111111111111143","85"
"Indoor Walking","2019-06-22 15:15","2019-06-22 15:38","0:23:24","0.8122075897227041","126.92536748641406","130.4767534819117","0:28:49","2.0821063693988866","171.78699999999998","215.77999999999997",,,"22.222222222222285","47"
"Elliptical","2019-06-20 17:47","2019-06-20 18:11","0:24:07",,"154.34572811737698","156.68712432774444",,,"273.20099999999996","318.39399999999995",,,"16.111111111111143","60"
"Elliptical","2019-06-19 17:46","2019-06-19 18:09","0:22:53",,"148.05876209382458","152.98065791331356",,,"251.98100000000002","295.27900000000005",,,"17.77777777777783","60"
"Indoor Walking","2019-06-18 17:38","2019-06-18 17:53","0:14:52","0.6097427932547871","119.47576278184407","124.87426215684441","0:24:24","2.4581849282248243","97.84300000000003","149.88600000000005",,,"18.33333333333337","69"
"Elliptical","2019-06-17 17:23","2019-06-17 18:03","0:39:29",,"149.71157569685528","154.2687981926232",,,"401.32199999999995","501.169",,,"16.666666666666686","82"
"Indoor Walking","2019-06-15 16:44","2019-06-15 17:03","0:19:22","0.6928242966677062","128.94336396041876","139.6798690924084","0:27:58","2.145243676406909","124.78499999999997","161.95",,,"16.111111111111143","76"
